sample	chr_pos	meth_pct	coverage
EGAN00001341984	chr10_43215249	100	3
EGAN00001341984	chr10_46051416	33.3333333333333	6
EGAN00001341984	chr10_48531683	0	1
EGAN00001341984	chr10_103848137	0	2
EGAN00001341984	chr10_116238155	100	4
EGAN00001341984	chr10_117126088	100	1
EGAN00001341984	chr10_117126333	100	1
EGAN00001341984	chr10_123497213	100	3
EGAN00001341984	chr10_130359215	100	2
EGAN00001341984	chr10_131223999	50	2
EGAN00001341984	chr10_131581723	0	1
EGAN00001341984	chr10_132416091	100	2
EGAN00001341984	chrX_8064562	100	6
EGAN00001341984	chrX_9651990	100	2
EGAN00001341984	chrX_10473748	0	1
EGAN00001341984	chrX_14690789	83.3333333333333	6
EGAN00001341984	chrX_19640587	100	6
EGAN00001341984	chrX_29799022	72.7272727272727	11
EGAN00001341984	chrX_30374129	50	6
EGAN00001341984	chrX_45479778	88.8888888888889	9
EGAN00001341984	chrX_47084584	50	2
EGAN00001341984	chrX_52246947	0	1
EGAN00001341984	chrX_66086837	66.6666666666667	3
EGAN00001341984	chrX_66639832	50	6
EGAN00001341984	chrX_78119699	100	1
EGAN00001341984	chrX_87489343	70	10
EGAN00001341984	chrX_88018355	81.8181818181818	11
EGAN00001341984	chrX_92117524	75	4
EGAN00001341984	chrX_103155912	66.6666666666667	3
EGAN00001341984	chrX_117454191	100	1
EGAN00001341984	chrX_121786794	60	10
EGAN00001341984	chrX_125833062	60	10
EGAN00001341984	chrX_131200477	60	5
EGAN00001341984	chrX_133812641	33.3333333333333	3
EGAN00001341984	chrX_134890929	80	10
EGAN00001341984	chrX_140679022	85.7142857142857	7
EGAN00001341984	chrX_142933309	100	7
EGAN00001341984	chrX_145393855	50	8
EGAN00001341984	chrX_145459539	100	1
EGAN00001341984	chrX_154793630	50	2
EGAN00001341984	chr8_4462694	40	5
EGAN00001341984	chr8_28419410	80	5
EGAN00001341984	chr8_41725935	33.3333333333333	3
EGAN00001341984	chr8_109229267	66.6666666666667	3
EGAN00001341984	chr8_127312020	100	2
EGAN00001341984	chr8_140469431	50	4
EGAN00001341984	chr8_142700164	0	1
EGAN00001341984	chr8_142907539	0	1
EGAN00001341984	chr18_14600023	50	10
EGAN00001341984	chr18_22530056	100	1
EGAN00001341984	chr18_36160184	100	2
EGAN00001341984	chr18_60868500	75	8
EGAN00001341984	chr18_77421661	100	2
EGAN00001341984	chr4_981446	100	4
EGAN00001341984	chr4_4461846	60	5
EGAN00001341984	chr4_6355382	0	1
EGAN00001341984	chr4_7722248	0	1
EGAN00001341984	chr4_8351429	100	2
EGAN00001341984	chr4_9381003	66.6666666666667	3
EGAN00001341984	chr4_12118549	28.5714285714286	7
EGAN00001341984	chr4_26822662	0	7
EGAN00001341984	chr4_37436122	0	12
EGAN00001341984	chr4_64314525	100	5
EGAN00001341984	chr4_64927430	83.3333333333333	6
EGAN00001341984	chr4_78704723	92.3076923076923	13
EGAN00001341984	chr4_134394695	71.4285714285714	7
EGAN00001341984	chr4_164959805	100	1
EGAN00001341984	chr4_184040172	0	3
EGAN00001341984	chr4_184097440	0	2
EGAN00001341984	chr4_188315458	100	2
EGAN00001341984	chr2_70202883	100	2
EGAN00001341984	chr2_70896812	0	1
EGAN00001341984	chr2_71024387	100	3
EGAN00001341984	chr2_101245113	100	4
EGAN00001341984	chr2_175400388	83.3333333333333	6
EGAN00001341984	chr2_182031185	50	2
EGAN00001341984	chr2_203707953	88.8888888888889	9
EGAN00001341984	chr2_213001584	8.33333333333333	12
EGAN00001341984	chr2_217062556	100	9
EGAN00001341984	chr2_226994954	100	2
EGAN00001341984	chr2_228500207	33.3333333333333	3
EGAN00001341984	chr2_230318605	20	5
EGAN00001341984	chr13_25852742	66.6666666666667	6
EGAN00001341984	chr13_51782350	100	6
EGAN00001341984	chr13_87447540	71.4285714285714	7
EGAN00001341984	chr13_99977890	50	2
EGAN00001341984	chr13_111422484	0	1
EGAN00001341984	chr15_25644379	0	1
EGAN00001341984	chr15_37642362	100	6
EGAN00001341984	chr15_59863352	100	2
EGAN00001341984	chr15_60876327	0	3
EGAN00001341984	chr15_65305540	75	4
EGAN00001341984	chr15_77815002	100	3
EGAN00001341984	chr15_82808150	100	5
EGAN00001341984	chr15_82850898	33.3333333333333	3
EGAN00001341984	chr15_99438835	50	2
EGAN00001341984	chr15_101653213	100	2
EGAN00001341984	chr12_34421085	0	7
EGAN00001341984	chr12_47817468	0	1
EGAN00001341984	chr12_54329411	80	5
EGAN00001341984	chr12_96485658	0	1
EGAN00001341984	chr12_103365614	44.4444444444444	9
EGAN00001341984	chr12_104215539	100	4
EGAN00001341984	chr12_109925358	100	1
EGAN00001341984	chr12_115334226	42.8571428571429	7
EGAN00001341984	chr12_121366048	75	4
EGAN00001341984	chr12_124548162	50	2
EGAN00001341984	chr12_132417868	100	3
EGAN00001341984	chr12_133232969	100	2
EGAN00001341984	chr9_263022	80	5
EGAN00001341984	chr9_6873941	50	2
EGAN00001341984	chr9_11233815	85.7142857142857	7
EGAN00001341984	chr9_20682982	50	4
EGAN00001341984	chr9_21152362	100	5
EGAN00001341984	chr9_36826325	100	2
EGAN00001341984	chr9_42853495	100	1
EGAN00001341984	chr9_63348247	100	5
EGAN00001341984	chr9_76836241	100	3
EGAN00001341984	chr9_77514982	14.2857142857143	7
EGAN00001341984	chr9_78292300	66.6666666666667	3
EGAN00001341984	chr9_78618458	100	1
EGAN00001341984	chr9_80747246	100	2
EGAN00001341984	chr9_81101871	80	10
EGAN00001341984	chr9_127752452	100	2
EGAN00001341984	chr9_134026344	66.6666666666667	3
EGAN00001341984	chr9_135481350	0	1
EGAN00001341984	chr16_984377	100	1
EGAN00001341984	chr16_10385715	40	5
EGAN00001341984	chr16_11330143	0	1
EGAN00001341984	chr16_26750116	66.6666666666667	6
EGAN00001341984	chr16_27143556	100	1
EGAN00001341984	chr16_28862806	0	2
EGAN00001341984	chr16_29829449	100	2
EGAN00001341984	chr16_31427636	25	4
EGAN00001341984	chr16_31639411	66.6666666666667	3
EGAN00001341984	chr16_32127597	100	4
EGAN00001341984	chr16_34663733	60	5
EGAN00001341984	chr16_49395896	66.6666666666667	3
EGAN00001341984	chr16_73010278	20	5
EGAN00001341984	chr16_83267621	100	5
EGAN00001341984	chr16_85509285	0	1
EGAN00001341984	chr16_88116470	100	2
EGAN00001341984	chr16_88786563	100	1
EGAN00001341984	chr16_88901804	100	2
EGAN00001341984	chr17_4692189	100	1
EGAN00001341984	chr17_6985285	100	4
EGAN00001341984	chr17_16415616	0	1
EGAN00001341984	chr17_68247196	0	1
EGAN00001341984	chr17_75539860	100	1
EGAN00001341984	chr17_81080366	100	1
EGAN00001341984	chr17_82000072	0	1
EGAN00001341984	chr7_5164167	85.7142857142857	7
EGAN00001341984	chr7_5564384	75	4
EGAN00001341984	chr7_30642492	100	2
EGAN00001341984	chr7_43199785	0	3
EGAN00001341984	chr7_56454779	100	2
EGAN00001341984	chr7_58045908	100	4
EGAN00001341984	chr7_73565783	85.7142857142857	7
EGAN00001341984	chr7_76166396	100	3
EGAN00001341984	chr7_95917591	85.7142857142857	7
EGAN00001341984	chr7_116306146	100	4
EGAN00001341984	chr7_134355048	50	2
EGAN00001341984	chr20_18728365	100	1
EGAN00001341984	chr20_31274499	100	3
EGAN00001341984	chr20_41378024	100	1
EGAN00001341984	chr20_53469500	75	4
EGAN00001341984	chr20_56318577	100	7
EGAN00001341984	chr20_63131247	50	2
EGAN00001341984	chr20_63165100	75	4
EGAN00001341984	chr22_12168418	0	2
EGAN00001341984	chr22_18958409	50	4
EGAN00001341984	chr22_26630073	80	5
EGAN00001341984	chr22_26665011	50	6
EGAN00001341984	chr22_27803413	75	4
EGAN00001341984	chr22_46262573	100	1
EGAN00001341984	chr22_49646965	33.3333333333333	3
EGAN00001341984	chr22_50267083	100	2
EGAN00001341984	chr22_50499363	100	3
EGAN00001341984	chr14_20747558	66.6666666666667	3
EGAN00001341984	chr14_50363770	0	1
EGAN00001341984	chr14_68434182	100	3
EGAN00001341984	chr14_72645911	100	3
EGAN00001341984	chr14_92261125	100	3
EGAN00001341984	chr14_96585335	100	1
EGAN00001341984	chr14_97459083	100	1
EGAN00001341984	chr14_99617228	33.3333333333333	3
EGAN00001341984	chr14_102126515	66.6666666666667	3
EGAN00001341984	chr14_103332688	100	2
EGAN00001341984	chr14_104105553	100	3
EGAN00001341984	chr21_19898807	0	1
EGAN00001341984	chr21_37565327	50	2
EGAN00001341984	chr21_38664557	40	5
EGAN00001341984	chr21_44344331	100	1
EGAN00001341984	chr21_45819850	0	1
EGAN00001341985	chr17_4692189	66.6666666666667	3
EGAN00001341985	chr17_6985285	75	8
EGAN00001341985	chr17_16415616	50	2
EGAN00001341985	chr17_68247196	40	5
EGAN00001341985	chr17_75539860	0	1
EGAN00001341985	chr17_81080366	100	2
EGAN00001341985	chr17_82000072	100	3
EGAN00001341985	chr20_18728365	100	4
EGAN00001341985	chr20_31274499	100	6
EGAN00001341985	chr20_38892436	100	1
EGAN00001341985	chr20_41378024	100	9
EGAN00001341985	chr20_53469500	100	8
EGAN00001341985	chr20_56318577	100	4
EGAN00001341985	chr20_63131247	100	2
EGAN00001341985	chr20_63165100	80	5
EGAN00001341985	chr10_13054037	60	5
EGAN00001341985	chr10_15761856	80	5
EGAN00001341985	chr10_22875783	100	6
EGAN00001341985	chr10_32230625	100	11
EGAN00001341985	chr10_43215249	40	5
EGAN00001341985	chr10_46051416	25	8
EGAN00001341985	chr10_86942707	100	2
EGAN00001341985	chr10_103848137	0	2
EGAN00001341985	chr10_116238155	100	3
EGAN00001341985	chr10_117126088	100	1
EGAN00001341985	chr10_123497213	50	2
EGAN00001341985	chr10_129394840	100	4
EGAN00001341985	chr10_130359215	33.3333333333333	3
EGAN00001341985	chr10_131581723	100	6
EGAN00001341985	chr7_5164167	83.3333333333333	6
EGAN00001341985	chr7_5564384	75	4
EGAN00001341985	chr7_30642492	100	3
EGAN00001341985	chr7_43199785	0	6
EGAN00001341985	chr7_56454779	100	4
EGAN00001341985	chr7_58045908	70	10
EGAN00001341985	chr7_73565783	57.1428571428571	7
EGAN00001341985	chr7_76166396	100	2
EGAN00001341985	chr7_95917591	33.3333333333333	3
EGAN00001341985	chr7_115420145	85.7142857142857	7
EGAN00001341985	chr7_116306146	100	5
EGAN00001341985	chr7_134355048	62.5	8
EGAN00001341985	chrX_8064562	70	10
EGAN00001341985	chrX_9651990	100	8
EGAN00001341985	chrX_10473748	71.4285714285714	7
EGAN00001341985	chrX_14690789	75	4
EGAN00001341985	chrX_19640587	75	4
EGAN00001341985	chrX_29799022	85.7142857142857	7
EGAN00001341985	chrX_30374129	50	4
EGAN00001341985	chrX_45479778	100	10
EGAN00001341985	chrX_47084584	100	7
EGAN00001341985	chrX_52246947	71.4285714285714	7
EGAN00001341985	chrX_66086837	83.3333333333333	6
EGAN00001341985	chrX_66639832	66.6666666666667	9
EGAN00001341985	chrX_70303289	100	6
EGAN00001341985	chrX_87489343	80	5
EGAN00001341985	chrX_88018355	40	5
EGAN00001341985	chrX_92117524	100	12
EGAN00001341985	chrX_103155912	66.6666666666667	3
EGAN00001341985	chrX_117454191	100	2
EGAN00001341985	chrX_121786794	61.5384615384615	13
EGAN00001341985	chrX_125833062	63.6363636363636	11
EGAN00001341985	chrX_131200477	66.6666666666667	6
EGAN00001341985	chrX_133812641	50	2
EGAN00001341985	chrX_134890929	88.8888888888889	9
EGAN00001341985	chrX_140679022	91.6666666666667	12
EGAN00001341985	chrX_142933309	66.6666666666667	9
EGAN00001341985	chrX_145393855	33.3333333333333	3
EGAN00001341985	chrX_145459539	75	12
EGAN00001341985	chrX_153892697	66.6666666666667	3
EGAN00001341985	chrX_154793630	66.6666666666667	12
EGAN00001341985	chr5_1597217	100	2
EGAN00001341985	chr5_1778903	75	16
EGAN00001341985	chr5_24317711	100	2
EGAN00001341985	chr5_33600908	33.3333333333333	3
EGAN00001341985	chr5_36017684	100	6
EGAN00001341985	chr5_36953216	80	10
EGAN00001341985	chr5_58913787	100	2
EGAN00001341985	chr5_62208520	80	5
EGAN00001341985	chr5_63155217	100	4
EGAN00001341985	chr5_76199453	0	1
EGAN00001341985	chr5_88827334	25	4
EGAN00001341985	chr5_96656366	75	8
EGAN00001341985	chr5_134906266	100	1
EGAN00001341985	chr5_135036179	62.5	8
EGAN00001341985	chr5_137889034	14.2857142857143	7
EGAN00001341985	chr5_141477532	66.6666666666667	3
EGAN00001341985	chr5_146333950	50	4
EGAN00001341985	chr5_170715905	66.6666666666667	3
EGAN00001341985	chr3_26878167	100	4
EGAN00001341985	chr3_46984285	50	2
EGAN00001341985	chr3_46988170	33.3333333333333	6
EGAN00001341985	chr3_50340540	0	1
EGAN00001341985	chr3_54203074	100	6
EGAN00001341985	chr3_61178549	75	12
EGAN00001341985	chr3_75583245	33.3333333333333	6
EGAN00001341985	chr3_75583318	33.3333333333333	6
EGAN00001341985	chr3_95090765	0	4
EGAN00001341985	chr3_98758134	100	5
EGAN00001341985	chr3_122232635	42.8571428571429	7
EGAN00001341985	chr3_124292638	100	7
EGAN00001341985	chr3_126214216	20	5
EGAN00001341985	chr3_141009558	100	4
EGAN00001341985	chr3_157701978	50	6
EGAN00001341985	chr3_161514273	100	1
EGAN00001341985	chr3_187890625	100	4
EGAN00001341985	chr3_196648504	50	8
EGAN00001341985	chr11_12886036	11.1111111111111	9
EGAN00001341985	chr11_18108059	100	5
EGAN00001341985	chr11_64041133	100	3
EGAN00001341985	chr11_64236610	75	4
EGAN00001341985	chr11_66959350	20	10
EGAN00001341985	chr11_68878159	100	4
EGAN00001341985	chr11_69152182	100	3
EGAN00001341985	chr11_69702042	0	1
EGAN00001341985	chr11_94584351	66.6666666666667	3
EGAN00001341985	chr11_117071886	100	4
EGAN00001341985	chr11_125382866	100	3
EGAN00001341985	chr11_125418747	100	3
EGAN00001341985	chr11_126461346	100	2
EGAN00001341985	chr11_131933432	100	5
EGAN00001341985	chr11_132479453	100	6
EGAN00001341985	chr4_981446	87.5	8
EGAN00001341985	chr4_4461846	100	1
EGAN00001341985	chr4_6355382	0	8
EGAN00001341985	chr4_7722248	0	3
EGAN00001341985	chr4_8351429	100	2
EGAN00001341985	chr4_9381003	50	2
EGAN00001341985	chr4_12118549	37.5	8
EGAN00001341985	chr4_26822662	0	9
EGAN00001341985	chr4_37436122	0	9
EGAN00001341985	chr4_64314525	100	4
EGAN00001341985	chr4_64927430	90	10
EGAN00001341985	chr4_78704723	92.8571428571429	14
EGAN00001341985	chr4_134394695	85.7142857142857	7
EGAN00001341985	chr4_164959805	50	4
EGAN00001341985	chr4_184040172	16.6666666666667	6
EGAN00001341985	chr4_184097440	0	4
EGAN00001341985	chr4_188315458	90	10
EGAN00001341985	chr1_3332671	50	4
EGAN00001341985	chr1_11644156	40	10
EGAN00001341985	chr1_15584385	100	1
EGAN00001341985	chr1_26030509	33.3333333333333	3
EGAN00001341985	chr1_26319849	0	3
EGAN00001341985	chr1_36555214	66.6666666666667	3
EGAN00001341985	chr1_53638146	60	5
EGAN00001341985	chr1_96518976	100	7
EGAN00001341985	chr1_98733419	100	3
EGAN00001341985	chr1_112329623	0	1
EGAN00001341985	chr1_114136997	50	4
EGAN00001341985	chr1_119005528	37.5	8
EGAN00001341985	chr1_151197469	100	4
EGAN00001341985	chr1_151352085	77.7777777777778	9
EGAN00001341985	chr1_153022380	20	5
EGAN00001341985	chr1_154707828	80	5
EGAN00001341985	chr1_156193528	25	4
EGAN00001341985	chr1_156246289	33.3333333333333	3
EGAN00001341985	chr1_167629958	0	5
EGAN00001341985	chr1_168997424	100	2
EGAN00001341985	chr1_180935427	100	2
EGAN00001341985	chr1_181629071	100	3
EGAN00001341985	chr1_212917135	66.6666666666667	3
EGAN00001341985	chr1_221839912	50	2
EGAN00001341985	chr8_4462694	100	2
EGAN00001341985	chr8_28419410	72.7272727272727	11
EGAN00001341985	chr8_41725935	16.6666666666667	6
EGAN00001341985	chr8_109229267	50	8
EGAN00001341985	chr8_127312020	100	4
EGAN00001341985	chr8_140469431	44.4444444444444	9
EGAN00001341985	chr8_142700164	50	2
EGAN00001341985	chr8_142907539	100	4
EGAN00001341985	chr12_34421085	30	10
EGAN00001341985	chr12_47817468	0	5
EGAN00001341985	chr12_54329411	75	4
EGAN00001341985	chr12_96485658	0	2
EGAN00001341985	chr12_103365614	37.5	8
EGAN00001341985	chr12_104215539	0	1
EGAN00001341985	chr12_109264248	100	2
EGAN00001341985	chr12_109925358	100	1
EGAN00001341985	chr12_115334226	11.1111111111111	9
EGAN00001341985	chr12_121366048	30	10
EGAN00001341985	chr12_124548162	33.3333333333333	3
EGAN00001341985	chr12_132417868	50	4
EGAN00001341985	chr12_133232969	100	3
EGAN00001341985	chr6_10882717	0	4
EGAN00001341985	chr6_24684543	75	8
EGAN00001341985	chr6_25263453	100	1
EGAN00001341985	chr6_27187194	87.5	8
EGAN00001341985	chr6_35503585	0	2
EGAN00001341985	chr6_45236020	71.4285714285714	7
EGAN00001341985	chr6_68487849	0	4
EGAN00001341985	chr6_68633390	0	3
EGAN00001341985	chr6_69431934	100	6
EGAN00001341985	chr6_96784428	80	5
EGAN00001341985	chr6_126033156	50	14
EGAN00001341985	chr6_128911345	100	4
EGAN00001341985	chr6_133746072	75	4
EGAN00001341985	chr6_133948746	66.6666666666667	3
EGAN00001341985	chr6_138523563	38.4615384615385	13
EGAN00001341985	chr6_150490691	100	7
EGAN00001341985	chr6_158356641	85.7142857142857	7
EGAN00001341985	chr6_159578134	100	4
EGAN00001341985	chr13_25852742	100	3
EGAN00001341985	chr13_51782350	33.3333333333333	9
EGAN00001341985	chr13_87447540	85.7142857142857	7
EGAN00001341985	chr13_99977890	50	2
EGAN00001341985	chr13_111422484	80	10
EGAN00001341985	chr15_25644379	16.6666666666667	6
EGAN00001341985	chr15_37642362	86.6666666666667	15
EGAN00001341985	chr15_59863352	60	5
EGAN00001341985	chr15_60876327	0	1
EGAN00001341985	chr15_65305540	100	2
EGAN00001341985	chr15_77815002	100	8
EGAN00001341985	chr15_82808150	85.7142857142857	7
EGAN00001341985	chr15_82850898	100	4
EGAN00001341985	chr15_99438835	0	2
EGAN00001341985	chr15_101653213	50	2
EGAN00001341985	chr19_1081819	33.3333333333333	3
EGAN00001341985	chr19_4208634	100	1
EGAN00001341985	chr19_6933868	66.6666666666667	3
EGAN00001341985	chr19_7620450	100	1
EGAN00001341985	chr19_9960591	100	2
EGAN00001341985	chr19_10547625	66.6666666666667	3
EGAN00001341985	chr19_14428342	100	1
EGAN00001341985	chr19_17224895	75	4
EGAN00001341985	chr19_19228631	80	10
EGAN00001341985	chr19_39437477	75	4
EGAN00001341985	chr19_47022375	40	5
EGAN00001341985	chr19_47357047	100	5
EGAN00001341985	chr19_48096320	100	7
EGAN00001341985	chr19_50259120	0	1
EGAN00001341985	chr19_56667668	0	4
EGAN00001341985	chr18_14600023	30	10
EGAN00001341985	chr18_36160184	100	4
EGAN00001341985	chr18_60868500	50	4
EGAN00001341985	chr18_77421661	100	3
EGAN00001341985	chr2_70202883	60	5
EGAN00001341985	chr2_70896812	33.3333333333333	3
EGAN00001341985	chr2_71024387	100	3
EGAN00001341985	chr2_101245113	100	3
EGAN00001341985	chr2_128902340	80	5
EGAN00001341985	chr2_175400388	90	10
EGAN00001341985	chr2_182031185	80	10
EGAN00001341985	chr2_187003438	100	1
EGAN00001341985	chr2_203707953	88.8888888888889	9
EGAN00001341985	chr2_213001584	0	4
EGAN00001341985	chr2_217062556	100	4
EGAN00001341985	chr2_226994954	100	6
EGAN00001341985	chr2_228500207	44.4444444444444	9
EGAN00001341985	chr2_230318605	27.2727272727273	11
EGAN00001341985	chr16_984377	100	2
EGAN00001341985	chr16_10385715	66.6666666666667	6
EGAN00001341985	chr16_11330143	50	2
EGAN00001341985	chr16_26750116	87.5	8
EGAN00001341985	chr16_27143556	100	2
EGAN00001341985	chr16_28862806	0	4
EGAN00001341985	chr16_29829449	50	2
EGAN00001341985	chr16_31427636	33.3333333333333	3
EGAN00001341985	chr16_31639411	50	4
EGAN00001341985	chr16_32127597	85.7142857142857	7
EGAN00001341985	chr16_34663733	62.5	8
EGAN00001341985	chr16_49395896	100	5
EGAN00001341985	chr16_57529241	100	2
EGAN00001341985	chr16_73010278	0	2
EGAN00001341985	chr16_83267621	66.6666666666667	3
EGAN00001341985	chr16_85509285	100	5
EGAN00001341985	chr16_88116470	50	2
EGAN00001341985	chr16_88786563	25	4
EGAN00001341985	chr16_88901804	100	1
EGAN00001341985	chr9_263022	88.8888888888889	9
EGAN00001341985	chr9_6873941	100	1
EGAN00001341985	chr9_11233815	83.3333333333333	6
EGAN00001341985	chr9_20682982	50	2
EGAN00001341985	chr9_21152362	88.8888888888889	9
EGAN00001341985	chr9_36826325	100	3
EGAN00001341985	chr9_42853495	0	2
EGAN00001341985	chr9_63348247	50	2
EGAN00001341985	chr9_76836241	42.8571428571429	7
EGAN00001341985	chr9_77514982	16.6666666666667	6
EGAN00001341985	chr9_78292300	100	3
EGAN00001341985	chr9_78618458	100	1
EGAN00001341985	chr9_80747246	100	1
EGAN00001341985	chr9_81101871	63.6363636363636	11
EGAN00001341985	chr9_127752452	100	1
EGAN00001341985	chr9_130376556	100	3
EGAN00001341985	chr9_135481350	87.5	8
EGAN00001341985	chr14_20747558	100	7
EGAN00001341985	chr14_50363770	0	2
EGAN00001341985	chr14_68434182	100	1
EGAN00001341985	chr14_72645911	100	2
EGAN00001341985	chr14_92261125	66.6666666666667	3
EGAN00001341985	chr14_96585335	50	4
EGAN00001341985	chr14_97459083	12.5	8
EGAN00001341985	chr14_99617228	0	5
EGAN00001341985	chr14_102126515	100	3
EGAN00001341985	chr14_103332688	100	2
EGAN00001341985	chr14_104105553	85.7142857142857	7
EGAN00001341985	chr21_14070208	100	2
EGAN00001341985	chr21_19898807	50	2
EGAN00001341985	chr21_37565327	100	3
EGAN00001341985	chr21_38664557	50	4
EGAN00001341985	chr21_42518157	100	3
EGAN00001341985	chr21_44344331	85.7142857142857	7
EGAN00001341985	chr22_12168418	75	4
EGAN00001341985	chr22_18958409	0	1
EGAN00001341985	chr22_26630073	72.7272727272727	11
EGAN00001341985	chr22_26665011	90	10
EGAN00001341985	chr22_27803413	100	3
EGAN00001341985	chr22_46262573	100	1
EGAN00001341985	chr22_49646965	50	4
EGAN00001341985	chr22_50267083	100	1
EGAN00001341985	chr22_50499363	100	5
EGAN00001341986	chr1_11644156	0	3
EGAN00001341986	chr1_16167239	100	1
EGAN00001341986	chr1_25618560	0	1
EGAN00001341986	chr1_26030509	0	2
EGAN00001341986	chr1_26319849	14.2857142857143	7
EGAN00001341986	chr1_36555214	60	10
EGAN00001341986	chr1_53638146	75	4
EGAN00001341986	chr1_96518976	83.3333333333333	6
EGAN00001341986	chr1_98733419	100	3
EGAN00001341986	chr1_112329623	100	5
EGAN00001341986	chr1_114136997	100	1
EGAN00001341986	chr1_119005528	80	10
EGAN00001341986	chr1_151197469	100	2
EGAN00001341986	chr1_151352085	77.7777777777778	9
EGAN00001341986	chr1_153022380	0	1
EGAN00001341986	chr1_154707828	33.3333333333333	3
EGAN00001341986	chr1_156193528	0	2
EGAN00001341986	chr1_156246289	75	4
EGAN00001341986	chr1_167629958	11.1111111111111	9
EGAN00001341986	chr1_168997424	100	5
EGAN00001341986	chr1_180935427	100	1
EGAN00001341986	chr1_181629071	88.8888888888889	9
EGAN00001341986	chr1_212917135	66.6666666666667	3
EGAN00001341986	chr1_221839912	0	2
EGAN00001341986	chrX_8064562	50	4
EGAN00001341986	chrX_9651990	100	2
EGAN00001341986	chrX_10473748	66.6666666666667	6
EGAN00001341986	chrX_14690789	75	4
EGAN00001341986	chrX_19640587	71.4285714285714	7
EGAN00001341986	chrX_29799022	100	6
EGAN00001341986	chrX_30374129	72.7272727272727	11
EGAN00001341986	chrX_45479778	40	5
EGAN00001341986	chrX_47084584	80	5
EGAN00001341986	chrX_52246947	50	4
EGAN00001341986	chrX_66086837	66.6666666666667	6
EGAN00001341986	chrX_66639832	42.8571428571429	7
EGAN00001341986	chrX_70303289	66.6666666666667	3
EGAN00001341986	chrX_78119699	33.3333333333333	3
EGAN00001341986	chrX_87489343	33.3333333333333	3
EGAN00001341986	chrX_88018355	71.4285714285714	7
EGAN00001341986	chrX_92117524	87.5	8
EGAN00001341986	chrX_103155912	80	5
EGAN00001341986	chrX_117454191	100	3
EGAN00001341986	chrX_121786794	100	6
EGAN00001341986	chrX_125833062	80	10
EGAN00001341986	chrX_131200477	66.6666666666667	6
EGAN00001341986	chrX_133812641	0	2
EGAN00001341986	chrX_134890929	92.3076923076923	13
EGAN00001341986	chrX_140679022	44.4444444444444	9
EGAN00001341986	chrX_142933309	88.8888888888889	9
EGAN00001341986	chrX_145393855	50	6
EGAN00001341986	chrX_145459539	81.8181818181818	11
EGAN00001341986	chrX_154793630	75	8
EGAN00001341986	chr19_1081819	100	1
EGAN00001341986	chr19_4208634	100	1
EGAN00001341986	chr19_6933868	100	2
EGAN00001341986	chr19_7620450	100	1
EGAN00001341986	chr19_9960591	100	3
EGAN00001341986	chr19_10547625	100	2
EGAN00001341986	chr19_14428342	85.7142857142857	7
EGAN00001341986	chr19_17224895	100	1
EGAN00001341986	chr19_19228631	70	10
EGAN00001341986	chr19_39437477	0	1
EGAN00001341986	chr19_47022375	60	5
EGAN00001341986	chr19_47357047	100	3
EGAN00001341986	chr19_48096320	50	4
EGAN00001341986	chr19_50259120	0	4
EGAN00001341986	chr19_56667668	60	5
EGAN00001341986	chr14_20747558	75	4
EGAN00001341986	chr14_68434182	80	5
EGAN00001341986	chr14_72645911	66.6666666666667	3
EGAN00001341986	chr14_92261125	66.6666666666667	6
EGAN00001341986	chr14_96585335	100	5
EGAN00001341986	chr14_97459083	12.5	8
EGAN00001341986	chr14_99617228	0	6
EGAN00001341986	chr14_102126515	50	2
EGAN00001341986	chr14_103332688	100	3
EGAN00001341986	chr14_104105553	75	4
EGAN00001341986	chr16_984377	100	1
EGAN00001341986	chr16_10385715	100	1
EGAN00001341986	chr16_11330143	0	2
EGAN00001341986	chr16_26750116	60	5
EGAN00001341986	chr16_27782241	0	1
EGAN00001341986	chr16_28862806	0	6
EGAN00001341986	chr16_29829449	100	4
EGAN00001341986	chr16_31427636	0	1
EGAN00001341986	chr16_31639411	62.5	8
EGAN00001341986	chr16_32127597	100	8
EGAN00001341986	chr16_34663733	57.1428571428571	7
EGAN00001341986	chr16_49395896	100	7
EGAN00001341986	chr16_57529241	100	2
EGAN00001341986	chr16_73010278	0	2
EGAN00001341986	chr16_83267621	83.3333333333333	6
EGAN00001341986	chr16_85509285	75	4
EGAN00001341986	chr16_88116470	25	4
EGAN00001341986	chr16_88786563	50	6
EGAN00001341986	chr16_88901804	100	3
EGAN00001341986	chr4_981446	33.3333333333333	3
EGAN00001341986	chr4_4461846	50	2
EGAN00001341986	chr4_6355382	0	10
EGAN00001341986	chr4_8351429	100	2
EGAN00001341986	chr4_9381003	100	1
EGAN00001341986	chr4_12118549	55.5555555555556	9
EGAN00001341986	chr4_26822662	28.5714285714286	7
EGAN00001341986	chr4_37436122	0	8
EGAN00001341986	chr4_64314525	66.6666666666667	6
EGAN00001341986	chr4_64927430	100	14
EGAN00001341986	chr4_78704723	100	9
EGAN00001341986	chr4_134394695	92.3076923076923	13
EGAN00001341986	chr4_164959805	50	8
EGAN00001341986	chr4_184040172	0	2
EGAN00001341986	chr4_184097440	0	2
EGAN00001341986	chr4_188315458	100	5
EGAN00001341986	chr5_1597217	40	5
EGAN00001341986	chr5_1778903	91.6666666666667	12
EGAN00001341986	chr5_24317711	75	4
EGAN00001341986	chr5_33600908	100	7
EGAN00001341986	chr5_36017684	66.6666666666667	3
