cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_ME_hit
chr2_1811015,ambiguous,chr2,1811015,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811084,ambiguous,chr2,1811084,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811087,ambiguous,chr2,1811087,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811122,constitutive,chr2,1811122,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811139,constitutive,chr2,1811139,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811145,ambiguous,chr2,1811145,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811232,ambiguous,chr2,1811232,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811336,constitutive,chr2,1811336,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811354,ambiguous,chr2,1811354,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811384,ambiguous,chr2,1811384,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811399,ambiguous,chr2,1811399,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811427,ambiguous,chr2,1811427,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811429,ambiguous,chr2,1811429,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811454,ambiguous,chr2,1811454,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811458,ambiguous,chr2,1811458,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811516,constitutive,chr2,1811516,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811523,ambiguous,chr2,1811523,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811567,ambiguous,chr2,1811567,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811694,ambiguous,chr2,1811694,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811734,ambiguous,chr2,1811734,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811740,ambiguous,chr2,1811740,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811749,ambiguous,chr2,1811749,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811751,ambiguous,chr2,1811751,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811756,ambiguous,chr2,1811756,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811816,ambiguous,chr2,1811816,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811827,ambiguous,chr2,1811827,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811878,ambiguous,chr2,1811878,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811891,ambiguous,chr2,1811891,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811933,ambiguous,chr2,1811933,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1811953,ambiguous,chr2,1811953,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812037,ambiguous,chr2,1812037,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812119,ambiguous,chr2,1812119,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812200,constitutive,chr2,1812200,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812220,constitutive,chr2,1812220,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812231,constitutive,chr2,1812231,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812432,ambiguous,chr2,1812432,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812554,constitutive,chr2,1812554,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812599,constitutive,chr2,1812599,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812603,constitutive,chr2,1812603,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812605,constitutive,chr2,1812605,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812643,constitutive,chr2,1812643,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812648,constitutive,chr2,1812648,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812736,ambiguous,chr2,1812736,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812800,ambiguous,chr2,1812800,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812824,ambiguous,chr2,1812824,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812830,constitutive,chr2,1812830,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812870,ambiguous,chr2,1812870,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812916,ambiguous,chr2,1812916,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1812998,ambiguous,chr2,1812998,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813006,ambiguous,chr2,1813006,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813013,ambiguous,chr2,1813013,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813018,ambiguous,chr2,1813018,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813032,ambiguous,chr2,1813032,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813082,ambiguous,chr2,1813082,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813103,ambiguous,chr2,1813103,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813106,ME,chr2,1813106,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813118,ambiguous,chr2,1813118,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813450,ME,chr2,1813450,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813491,ME,chr2,1813491,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813495,ME,chr2,1813495,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813512,ME,chr2,1813512,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813517,ME,chr2,1813517,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813542,ambiguous,chr2,1813542,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813546,ME,chr2,1813546,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813567,ambiguous,chr2,1813567,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813574,ME,chr2,1813574,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813579,ME,chr2,1813579,MYT1L,1789113,2331664,TRUE,TRUE
chr2_1813585,ME,chr2,1813585,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813588,ME,chr2,1813588,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813595,ME,chr2,1813595,MYT1L,1789113,2331664,TRUE,TRUE
chr2_1813610,ambiguous,chr2,1813610,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813616,ME,chr2,1813616,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813631,ME,chr2,1813631,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813637,ME,chr2,1813637,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813647,ME,chr2,1813647,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813654,ME,chr2,1813654,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813694,ME,chr2,1813694,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813745,ambiguous,chr2,1813745,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813749,ME,chr2,1813749,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813753,ME,chr2,1813753,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813755,ME,chr2,1813755,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1813765,ambiguous,chr2,1813765,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814070,ambiguous,chr2,1814070,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814098,constitutive,chr2,1814098,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814119,constitutive,chr2,1814119,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814122,constitutive,chr2,1814122,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814149,constitutive,chr2,1814149,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814162,ambiguous,chr2,1814162,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814179,ambiguous,chr2,1814179,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814192,ambiguous,chr2,1814192,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814236,constitutive,chr2,1814236,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814345,constitutive,chr2,1814345,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814357,ambiguous,chr2,1814357,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814368,constitutive,chr2,1814368,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814378,constitutive,chr2,1814378,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814388,constitutive,chr2,1814388,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814393,constitutive,chr2,1814393,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814405,constitutive,chr2,1814405,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814490,constitutive,chr2,1814490,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814593,constitutive,chr2,1814593,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814638,ambiguous,chr2,1814638,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814802,ambiguous,chr2,1814802,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814840,ambiguous,chr2,1814840,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1814996,ambiguous,chr2,1814996,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815151,constitutive,chr2,1815151,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815179,ambiguous,chr2,1815179,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815183,constitutive,chr2,1815183,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815223,ambiguous,chr2,1815223,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815287,constitutive,chr2,1815287,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815306,constitutive,chr2,1815306,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815347,ambiguous,chr2,1815347,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815373,ambiguous,chr2,1815373,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815588,ambiguous,chr2,1815588,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815596,ambiguous,chr2,1815596,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815736,constitutive,chr2,1815736,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815903,constitutive,chr2,1815903,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815909,constitutive,chr2,1815909,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815924,constitutive,chr2,1815924,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815946,constitutive,chr2,1815946,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1815965,constitutive,chr2,1815965,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816050,constitutive,chr2,1816050,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816068,constitutive,chr2,1816068,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816269,ambiguous,chr2,1816269,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816285,constitutive,chr2,1816285,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816300,ambiguous,chr2,1816300,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816328,Ecto_specific,chr2,1816328,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816339,ambiguous,chr2,1816339,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816341,ambiguous,chr2,1816341,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816394,ambiguous,chr2,1816394,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816397,ambiguous,chr2,1816397,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816527,ambiguous,chr2,1816527,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816543,ambiguous,chr2,1816543,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816619,ambiguous,chr2,1816619,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816627,ambiguous,chr2,1816627,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816633,ambiguous,chr2,1816633,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816661,ambiguous,chr2,1816661,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816695,ambiguous,chr2,1816695,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816712,ambiguous,chr2,1816712,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816721,ambiguous,chr2,1816721,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816747,ambiguous,chr2,1816747,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816828,ambiguous,chr2,1816828,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816926,constitutive,chr2,1816926,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816952,constitutive,chr2,1816952,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1816977,constitutive,chr2,1816977,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817222,ambiguous,chr2,1817222,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817261,ambiguous,chr2,1817261,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817287,ambiguous,chr2,1817287,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817329,ambiguous,chr2,1817329,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817336,ambiguous,chr2,1817336,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817340,ambiguous,chr2,1817340,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817377,ambiguous,chr2,1817377,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817388,ambiguous,chr2,1817388,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817408,constitutive,chr2,1817408,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817527,ambiguous,chr2,1817527,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817558,constitutive,chr2,1817558,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817560,constitutive,chr2,1817560,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817569,constitutive,chr2,1817569,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817589,constitutive,chr2,1817589,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817669,constitutive,chr2,1817669,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817699,constitutive,chr2,1817699,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817713,constitutive,chr2,1817713,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817725,constitutive,chr2,1817725,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817733,constitutive,chr2,1817733,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817776,constitutive,chr2,1817776,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817786,constitutive,chr2,1817786,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817828,constitutive,chr2,1817828,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817869,constitutive,chr2,1817869,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817931,ambiguous,chr2,1817931,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817942,ambiguous,chr2,1817942,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817961,ambiguous,chr2,1817961,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1817974,ambiguous,chr2,1817974,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818042,ambiguous,chr2,1818042,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818067,ambiguous,chr2,1818067,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818168,ambiguous,chr2,1818168,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818287,ambiguous,chr2,1818287,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818300,Ecto_specific,chr2,1818300,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818332,ambiguous,chr2,1818332,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818564,ambiguous,chr2,1818564,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818631,ambiguous,chr2,1818631,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818635,ambiguous,chr2,1818635,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818640,ambiguous,chr2,1818640,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818669,ambiguous,chr2,1818669,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818723,ambiguous,chr2,1818723,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818787,ambiguous,chr2,1818787,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818886,ambiguous,chr2,1818886,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818920,ambiguous,chr2,1818920,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1818925,ambiguous,chr2,1818925,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819174,ambiguous,chr2,1819174,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819223,ambiguous,chr2,1819223,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819256,ambiguous,chr2,1819256,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819578,ambiguous,chr2,1819578,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819600,ambiguous,chr2,1819600,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819620,ambiguous,chr2,1819620,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819670,ambiguous,chr2,1819670,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1819713,ambiguous,chr2,1819713,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1820045,ambiguous,chr2,1820045,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1820795,constitutive,chr2,1820795,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1820893,constitutive,chr2,1820893,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1820940,constitutive,chr2,1820940,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821035,constitutive,chr2,1821035,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821074,constitutive,chr2,1821074,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821119,constitutive,chr2,1821119,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821123,constitutive,chr2,1821123,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821147,constitutive,chr2,1821147,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821160,constitutive,chr2,1821160,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821256,constitutive,chr2,1821256,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821433,ambiguous,chr2,1821433,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821751,ambiguous,chr2,1821751,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821785,constitutive,chr2,1821785,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821806,constitutive,chr2,1821806,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821843,ambiguous,chr2,1821843,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821863,ambiguous,chr2,1821863,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821931,constitutive,chr2,1821931,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821961,constitutive,chr2,1821961,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1821968,constitutive,chr2,1821968,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822007,constitutive,chr2,1822007,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822185,constitutive,chr2,1822185,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822394,ambiguous,chr2,1822394,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822455,constitutive,chr2,1822455,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822502,ambiguous,chr2,1822502,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822536,ambiguous,chr2,1822536,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822606,ambiguous,chr2,1822606,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822678,ambiguous,chr2,1822678,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822706,ambiguous,chr2,1822706,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822739,constitutive,chr2,1822739,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822764,ambiguous,chr2,1822764,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822954,ambiguous,chr2,1822954,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1822964,ambiguous,chr2,1822964,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823054,ambiguous,chr2,1823054,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823128,ambiguous,chr2,1823128,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823133,ambiguous,chr2,1823133,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823253,ambiguous,chr2,1823253,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823430,ambiguous,chr2,1823430,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823436,ambiguous,chr2,1823436,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823540,ambiguous,chr2,1823540,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823575,ambiguous,chr2,1823575,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823636,ambiguous,chr2,1823636,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823656,ambiguous,chr2,1823656,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823685,ambiguous,chr2,1823685,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823695,ambiguous,chr2,1823695,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823733,ambiguous,chr2,1823733,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823740,ambiguous,chr2,1823740,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823769,ambiguous,chr2,1823769,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823781,ambiguous,chr2,1823781,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823810,ambiguous,chr2,1823810,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823822,ambiguous,chr2,1823822,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823935,ambiguous,chr2,1823935,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823960,ambiguous,chr2,1823960,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823963,ambiguous,chr2,1823963,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823974,ambiguous,chr2,1823974,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823992,ambiguous,chr2,1823992,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1823994,ambiguous,chr2,1823994,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824009,ambiguous,chr2,1824009,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824018,ambiguous,chr2,1824018,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824284,ambiguous,chr2,1824284,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824327,ambiguous,chr2,1824327,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824425,ambiguous,chr2,1824425,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824431,ambiguous,chr2,1824431,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824443,ambiguous,chr2,1824443,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824452,ambiguous,chr2,1824452,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824517,ambiguous,chr2,1824517,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824575,ambiguous,chr2,1824575,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824588,constitutive,chr2,1824588,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824758,ambiguous,chr2,1824758,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824768,ambiguous,chr2,1824768,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824852,ambiguous,chr2,1824852,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824877,ambiguous,chr2,1824877,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1824891,constitutive,chr2,1824891,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825161,ambiguous,chr2,1825161,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825312,ambiguous,chr2,1825312,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825326,ambiguous,chr2,1825326,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825560,ambiguous,chr2,1825560,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825610,constitutive,chr2,1825610,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825780,constitutive,chr2,1825780,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825841,constitutive,chr2,1825841,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825854,constitutive,chr2,1825854,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825858,constitutive,chr2,1825858,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1825972,ambiguous,chr2,1825972,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826004,ambiguous,chr2,1826004,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826006,ambiguous,chr2,1826006,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826013,ambiguous,chr2,1826013,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826042,ambiguous,chr2,1826042,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826088,constitutive,chr2,1826088,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826127,ambiguous,chr2,1826127,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826249,ambiguous,chr2,1826249,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826254,ambiguous,chr2,1826254,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826261,ambiguous,chr2,1826261,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826295,ambiguous,chr2,1826295,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826431,ambiguous,chr2,1826431,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826433,ambiguous,chr2,1826433,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826450,ambiguous,chr2,1826450,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826547,ambiguous,chr2,1826547,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826591,ambiguous,chr2,1826591,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826662,ambiguous,chr2,1826662,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826669,constitutive,chr2,1826669,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826685,constitutive,chr2,1826685,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826688,constitutive,chr2,1826688,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826691,constitutive,chr2,1826691,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1826700,constitutive,chr2,1826700,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827203,ambiguous,chr2,1827203,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827219,ambiguous,chr2,1827219,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827414,ambiguous,chr2,1827414,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827453,ambiguous,chr2,1827453,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827531,ambiguous,chr2,1827531,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827568,ambiguous,chr2,1827568,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827588,ambiguous,chr2,1827588,MYT1L,1789113,2331664,TRUE,FALSE
