cpg_site,chr,pos,gene,gene_start,gene_end,in_gene_body,is_meso_hit
chr13_25651303,chr13,25651303,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25651311,chr13,25651311,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25651335,chr13,25651335,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25651367,chr13,25651367,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25651399,chr13,25651399,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25651420,chr13,25651420,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25652026,chr13,25652026,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25652136,chr13,25652136,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25652287,chr13,25652287,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25652416,chr13,25652416,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25652505,chr13,25652505,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25652690,chr13,25652690,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25653068,chr13,25653068,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25653198,chr13,25653198,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25653297,chr13,25653297,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25653674,chr13,25653674,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25653932,chr13,25653932,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654268,chr13,25654268,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654330,chr13,25654330,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654450,chr13,25654450,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654486,chr13,25654486,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654622,chr13,25654622,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654732,chr13,25654732,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654791,chr13,25654791,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25654971,chr13,25654971,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655245,chr13,25655245,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655316,chr13,25655316,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655379,chr13,25655379,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655386,chr13,25655386,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655410,chr13,25655410,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655438,chr13,25655438,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655620,chr13,25655620,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655753,chr13,25655753,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655847,chr13,25655847,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655874,chr13,25655874,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25655966,chr13,25655966,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656090,chr13,25656090,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656109,chr13,25656109,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656180,chr13,25656180,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656314,chr13,25656314,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656361,chr13,25656361,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656436,chr13,25656436,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656524,chr13,25656524,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656531,chr13,25656531,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656552,chr13,25656552,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656695,chr13,25656695,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656818,chr13,25656818,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25656967,chr13,25656967,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25657039,chr13,25657039,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25657106,chr13,25657106,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25657378,chr13,25657378,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25657396,chr13,25657396,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25657800,chr13,25657800,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25657950,chr13,25657950,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658107,chr13,25658107,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658365,chr13,25658365,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658378,chr13,25658378,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658403,chr13,25658403,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658435,chr13,25658435,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658467,chr13,25658467,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658495,chr13,25658495,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658509,chr13,25658509,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25658593,chr13,25658593,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25661825,chr13,25661825,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25662212,chr13,25662212,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25662320,chr13,25662320,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25662331,chr13,25662331,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25662471,chr13,25662471,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25662751,chr13,25662751,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663148,chr13,25663148,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663219,chr13,25663219,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663364,chr13,25663364,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663493,chr13,25663493,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663576,chr13,25663576,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663598,chr13,25663598,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663682,chr13,25663682,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663926,chr13,25663926,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663946,chr13,25663946,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25663974,chr13,25663974,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664037,chr13,25664037,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664081,chr13,25664081,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664101,chr13,25664101,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664389,chr13,25664389,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664438,chr13,25664438,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664473,chr13,25664473,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664539,chr13,25664539,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664834,chr13,25664834,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25664868,chr13,25664868,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665013,chr13,25665013,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665016,chr13,25665016,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665115,chr13,25665115,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665122,chr13,25665122,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665132,chr13,25665132,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665370,chr13,25665370,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665795,chr13,25665795,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25665970,chr13,25665970,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25666129,chr13,25666129,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25666192,chr13,25666192,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25666519,chr13,25666519,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25666531,chr13,25666531,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25666535,chr13,25666535,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25667270,chr13,25667270,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25667347,chr13,25667347,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25667453,chr13,25667453,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25667617,chr13,25667617,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25668037,chr13,25668037,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25668886,chr13,25668886,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25669608,chr13,25669608,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25669768,chr13,25669768,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25670093,chr13,25670093,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25670357,chr13,25670357,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25670642,chr13,25670642,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671032,chr13,25671032,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671041,chr13,25671041,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671064,chr13,25671064,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671271,chr13,25671271,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671416,chr13,25671416,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671419,chr13,25671419,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671480,chr13,25671480,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671571,chr13,25671571,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671584,chr13,25671584,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671678,chr13,25671678,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671786,chr13,25671786,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671902,chr13,25671902,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671928,chr13,25671928,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671938,chr13,25671938,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671941,chr13,25671941,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671957,chr13,25671957,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25671965,chr13,25671965,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25672057,chr13,25672057,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25672082,chr13,25672082,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25672486,chr13,25672486,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25672650,chr13,25672650,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25672853,chr13,25672853,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673062,chr13,25673062,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673319,chr13,25673319,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673599,chr13,25673599,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673607,chr13,25673607,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673695,chr13,25673695,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673733,chr13,25673733,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673933,chr13,25673933,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25673997,chr13,25673997,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674066,chr13,25674066,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674075,chr13,25674075,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674154,chr13,25674154,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674273,chr13,25674273,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674397,chr13,25674397,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674704,chr13,25674704,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674722,chr13,25674722,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674732,chr13,25674732,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674874,chr13,25674874,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674923,chr13,25674923,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25674968,chr13,25674968,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25675037,chr13,25675037,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25675246,chr13,25675246,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25675376,chr13,25675376,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25675379,chr13,25675379,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25676364,chr13,25676364,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25676483,chr13,25676483,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25676812,chr13,25676812,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25677300,chr13,25677300,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25677506,chr13,25677506,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25677671,chr13,25677671,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25677932,chr13,25677932,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25678072,chr13,25678072,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25678281,chr13,25678281,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25678377,chr13,25678377,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25678633,chr13,25678633,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25678760,chr13,25678760,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25679449,chr13,25679449,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25679490,chr13,25679490,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25680087,chr13,25680087,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25680119,chr13,25680119,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25680307,chr13,25680307,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25680721,chr13,25680721,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25680805,chr13,25680805,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25680859,chr13,25680859,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681221,chr13,25681221,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681345,chr13,25681345,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681391,chr13,25681391,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681533,chr13,25681533,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681569,chr13,25681569,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681586,chr13,25681586,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681884,chr13,25681884,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681954,chr13,25681954,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681957,chr13,25681957,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681964,chr13,25681964,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25681967,chr13,25681967,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682029,chr13,25682029,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682031,chr13,25682031,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682209,chr13,25682209,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682273,chr13,25682273,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682278,chr13,25682278,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682415,chr13,25682415,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682498,chr13,25682498,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682528,chr13,25682528,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682543,chr13,25682543,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682598,chr13,25682598,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682627,chr13,25682627,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682643,chr13,25682643,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25682778,chr13,25682778,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683033,chr13,25683033,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683204,chr13,25683204,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683284,chr13,25683284,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683380,chr13,25683380,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683388,chr13,25683388,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683519,chr13,25683519,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683593,chr13,25683593,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683597,chr13,25683597,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25683806,chr13,25683806,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684084,chr13,25684084,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684110,chr13,25684110,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684158,chr13,25684158,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684176,chr13,25684176,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684289,chr13,25684289,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684451,chr13,25684451,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684464,chr13,25684464,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684487,chr13,25684487,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684493,chr13,25684493,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684625,chr13,25684625,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684638,chr13,25684638,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25684825,chr13,25684825,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25685099,chr13,25685099,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25685248,chr13,25685248,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25685341,chr13,25685341,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25685383,chr13,25685383,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25685499,chr13,25685499,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686279,chr13,25686279,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686285,chr13,25686285,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686290,chr13,25686290,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686504,chr13,25686504,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686713,chr13,25686713,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686791,chr13,25686791,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686855,chr13,25686855,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686878,chr13,25686878,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686880,chr13,25686880,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25686980,chr13,25686980,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687094,chr13,25687094,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687125,chr13,25687125,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687149,chr13,25687149,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687360,chr13,25687360,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687527,chr13,25687527,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687554,chr13,25687554,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687580,chr13,25687580,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687607,chr13,25687607,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25687733,chr13,25687733,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688025,chr13,25688025,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688088,chr13,25688088,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688142,chr13,25688142,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688345,chr13,25688345,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688362,chr13,25688362,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688377,chr13,25688377,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688388,chr13,25688388,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688456,chr13,25688456,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688535,chr13,25688535,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688599,chr13,25688599,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688696,chr13,25688696,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688753,chr13,25688753,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25688805,chr13,25688805,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25689210,chr13,25689210,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25689275,chr13,25689275,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25689320,chr13,25689320,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25689418,chr13,25689418,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25689611,chr13,25689611,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25689763,chr13,25689763,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25690148,chr13,25690148,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25690512,chr13,25690512,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25690633,chr13,25690633,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25690869,chr13,25690869,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25691267,chr13,25691267,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25691316,chr13,25691316,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25691466,chr13,25691466,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25691838,chr13,25691838,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25691905,chr13,25691905,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692071,chr13,25692071,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692122,chr13,25692122,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692149,chr13,25692149,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692254,chr13,25692254,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692403,chr13,25692403,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692414,chr13,25692414,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692422,chr13,25692422,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692443,chr13,25692443,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692637,chr13,25692637,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692843,chr13,25692843,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25692881,chr13,25692881,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693176,chr13,25693176,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693293,chr13,25693293,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693353,chr13,25693353,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693432,chr13,25693432,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693444,chr13,25693444,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693752,chr13,25693752,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25693927,chr13,25693927,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25694009,chr13,25694009,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25694021,chr13,25694021,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25694307,chr13,25694307,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25694773,chr13,25694773,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25695179,chr13,25695179,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25695271,chr13,25695271,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25695281,chr13,25695281,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25695610,chr13,25695610,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25695613,chr13,25695613,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25695682,chr13,25695682,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696099,chr13,25696099,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696209,chr13,25696209,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696295,chr13,25696295,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696441,chr13,25696441,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696517,chr13,25696517,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696537,chr13,25696537,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25696543,chr13,25696543,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697036,chr13,25697036,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697046,chr13,25697046,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697073,chr13,25697073,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697302,chr13,25697302,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697348,chr13,25697348,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697426,chr13,25697426,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697441,chr13,25697441,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697477,chr13,25697477,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697532,chr13,25697532,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697560,chr13,25697560,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697662,chr13,25697662,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25697678,chr13,25697678,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698219,chr13,25698219,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698302,chr13,25698302,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698323,chr13,25698323,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698485,chr13,25698485,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698513,chr13,25698513,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698523,chr13,25698523,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25698702,chr13,25698702,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699238,chr13,25699238,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699253,chr13,25699253,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699293,chr13,25699293,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699321,chr13,25699321,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699330,chr13,25699330,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699396,chr13,25699396,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699725,chr13,25699725,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25699768,chr13,25699768,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25700252,chr13,25700252,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25700383,chr13,25700383,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25700431,chr13,25700431,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25700644,chr13,25700644,ATP8A2,25371974,26025851,TRUE,FALSE
