cpg_site,chr,pos,gene,gene_start,gene_end,in_gene_body,is_endo_hit
chr10_116917460,chr10,116917460,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917492,chr10,116917492,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917589,chr10,116917589,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917782,chr10,116917782,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917906,chr10,116917906,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917922,chr10,116917922,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917955,chr10,116917955,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116917991,chr10,116917991,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116918403,chr10,116918403,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116918526,chr10,116918526,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116918801,chr10,116918801,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116918804,chr10,116918804,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116919507,chr10,116919507,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116919525,chr10,116919525,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116919654,chr10,116919654,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116919695,chr10,116919695,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116919746,chr10,116919746,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116920177,chr10,116920177,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116920234,chr10,116920234,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116920254,chr10,116920254,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116920417,chr10,116920417,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116920635,chr10,116920635,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116921045,chr10,116921045,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116921246,chr10,116921246,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116921635,chr10,116921635,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116921687,chr10,116921687,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922487,chr10,116922487,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922528,chr10,116922528,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922686,chr10,116922686,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922704,chr10,116922704,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922762,chr10,116922762,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922835,chr10,116922835,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922880,chr10,116922880,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116922897,chr10,116922897,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116923640,chr10,116923640,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116923830,chr10,116923830,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116923865,chr10,116923865,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116923903,chr10,116923903,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924242,chr10,116924242,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924316,chr10,116924316,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924323,chr10,116924323,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924366,chr10,116924366,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924422,chr10,116924422,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924788,chr10,116924788,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924796,chr10,116924796,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924818,chr10,116924818,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924831,chr10,116924831,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924911,chr10,116924911,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116924998,chr10,116924998,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116925133,chr10,116925133,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116925372,chr10,116925372,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926145,chr10,116926145,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926155,chr10,116926155,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926286,chr10,116926286,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926470,chr10,116926470,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926476,chr10,116926476,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926615,chr10,116926615,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116926962,chr10,116926962,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927029,chr10,116927029,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927132,chr10,116927132,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927357,chr10,116927357,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927364,chr10,116927364,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927435,chr10,116927435,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927592,chr10,116927592,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927597,chr10,116927597,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116927873,chr10,116927873,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116928205,chr10,116928205,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116928441,chr10,116928441,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116928525,chr10,116928525,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116928662,chr10,116928662,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116929216,chr10,116929216,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116929247,chr10,116929247,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116929264,chr10,116929264,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116929274,chr10,116929274,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116929583,chr10,116929583,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930216,chr10,116930216,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930258,chr10,116930258,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930369,chr10,116930369,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930439,chr10,116930439,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930631,chr10,116930631,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930682,chr10,116930682,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930699,chr10,116930699,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930799,chr10,116930799,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116930858,chr10,116930858,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931162,chr10,116931162,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931243,chr10,116931243,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931287,chr10,116931287,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931309,chr10,116931309,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931311,chr10,116931311,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931334,chr10,116931334,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931409,chr10,116931409,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931468,chr10,116931468,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931528,chr10,116931528,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116931970,chr10,116931970,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932016,chr10,116932016,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932038,chr10,116932038,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932097,chr10,116932097,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932138,chr10,116932138,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932178,chr10,116932178,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932289,chr10,116932289,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932303,chr10,116932303,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932319,chr10,116932319,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932333,chr10,116932333,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932355,chr10,116932355,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932357,chr10,116932357,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932380,chr10,116932380,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932382,chr10,116932382,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932400,chr10,116932400,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932507,chr10,116932507,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932608,chr10,116932608,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932693,chr10,116932693,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116932903,chr10,116932903,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116933331,chr10,116933331,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116933473,chr10,116933473,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116933492,chr10,116933492,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116933496,chr10,116933496,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116933853,chr10,116933853,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116934350,chr10,116934350,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116934394,chr10,116934394,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116934526,chr10,116934526,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116934574,chr10,116934574,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116934776,chr10,116934776,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116934867,chr10,116934867,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116935071,chr10,116935071,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116935211,chr10,116935211,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116935392,chr10,116935392,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116936418,chr10,116936418,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116936612,chr10,116936612,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116936737,chr10,116936737,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116936907,chr10,116936907,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937062,chr10,116937062,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937092,chr10,116937092,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937358,chr10,116937358,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937374,chr10,116937374,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937412,chr10,116937412,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937656,chr10,116937656,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937949,chr10,116937949,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937954,chr10,116937954,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116937974,chr10,116937974,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938095,chr10,116938095,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938123,chr10,116938123,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938211,chr10,116938211,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938422,chr10,116938422,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938690,chr10,116938690,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938695,chr10,116938695,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938725,chr10,116938725,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938738,chr10,116938738,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938747,chr10,116938747,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938768,chr10,116938768,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938909,chr10,116938909,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938926,chr10,116938926,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116938936,chr10,116938936,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939026,chr10,116939026,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939065,chr10,116939065,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939104,chr10,116939104,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939349,chr10,116939349,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939395,chr10,116939395,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939445,chr10,116939445,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939527,chr10,116939527,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939560,chr10,116939560,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939569,chr10,116939569,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939573,chr10,116939573,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939586,chr10,116939586,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939596,chr10,116939596,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116939602,chr10,116939602,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116940048,chr10,116940048,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116940221,chr10,116940221,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116940265,chr10,116940265,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116940522,chr10,116940522,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116941169,chr10,116941169,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116941787,chr10,116941787,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116941931,chr10,116941931,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942243,chr10,116942243,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942281,chr10,116942281,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942322,chr10,116942322,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942459,chr10,116942459,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942464,chr10,116942464,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942492,chr10,116942492,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116942627,chr10,116942627,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943004,chr10,116943004,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943413,chr10,116943413,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943510,chr10,116943510,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943611,chr10,116943611,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943654,chr10,116943654,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943953,chr10,116943953,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116943976,chr10,116943976,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944036,chr10,116944036,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944572,chr10,116944572,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944616,chr10,116944616,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944663,chr10,116944663,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944674,chr10,116944674,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944759,chr10,116944759,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944783,chr10,116944783,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944805,chr10,116944805,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944822,chr10,116944822,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944839,chr10,116944839,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944847,chr10,116944847,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944876,chr10,116944876,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116944952,chr10,116944952,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116946756,chr10,116946756,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116946803,chr10,116946803,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116946868,chr10,116946868,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116946909,chr10,116946909,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116946963,chr10,116946963,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947010,chr10,116947010,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947012,chr10,116947012,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947129,chr10,116947129,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947240,chr10,116947240,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947427,chr10,116947427,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947606,chr10,116947606,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116947680,chr10,116947680,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116948020,chr10,116948020,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116948195,chr10,116948195,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116948672,chr10,116948672,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116948877,chr10,116948877,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116948883,chr10,116948883,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116949337,chr10,116949337,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116949349,chr10,116949349,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116949389,chr10,116949389,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116949409,chr10,116949409,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116949503,chr10,116949503,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116949838,chr10,116949838,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950227,chr10,116950227,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950357,chr10,116950357,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950419,chr10,116950419,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950447,chr10,116950447,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950745,chr10,116950745,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950787,chr10,116950787,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116950945,chr10,116950945,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116951153,chr10,116951153,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116951283,chr10,116951283,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116951291,chr10,116951291,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116951360,chr10,116951360,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116951555,chr10,116951555,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116951926,chr10,116951926,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116952000,chr10,116952000,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116952171,chr10,116952171,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116952648,chr10,116952648,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116952952,chr10,116952952,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953305,chr10,116953305,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953666,chr10,116953666,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953685,chr10,116953685,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953688,chr10,116953688,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953696,chr10,116953696,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953739,chr10,116953739,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953784,chr10,116953784,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953818,chr10,116953818,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953875,chr10,116953875,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953908,chr10,116953908,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116953920,chr10,116953920,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954000,chr10,116954000,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954081,chr10,116954081,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954084,chr10,116954084,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954090,chr10,116954090,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954106,chr10,116954106,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954190,chr10,116954190,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954553,chr10,116954553,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954696,chr10,116954696,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116954750,chr10,116954750,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116955154,chr10,116955154,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116955356,chr10,116955356,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116955710,chr10,116955710,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116956001,chr10,116956001,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116956200,chr10,116956200,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116956308,chr10,116956308,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116956870,chr10,116956870,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957084,chr10,116957084,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957410,chr10,116957410,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957442,chr10,116957442,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957533,chr10,116957533,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957543,chr10,116957543,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957785,chr10,116957785,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957797,chr10,116957797,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957830,chr10,116957830,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116957952,chr10,116957952,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116958021,chr10,116958021,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116958082,chr10,116958082,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116958509,chr10,116958509,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116958514,chr10,116958514,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116959113,chr10,116959113,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116959139,chr10,116959139,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116959423,chr10,116959423,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116959687,chr10,116959687,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116959721,chr10,116959721,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960034,chr10,116960034,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960164,chr10,116960164,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960294,chr10,116960294,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960299,chr10,116960299,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960482,chr10,116960482,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960706,chr10,116960706,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116960915,chr10,116960915,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961466,chr10,116961466,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961540,chr10,116961540,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961609,chr10,116961609,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961649,chr10,116961649,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961682,chr10,116961682,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961689,chr10,116961689,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116961865,chr10,116961865,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116962125,chr10,116962125,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116962163,chr10,116962163,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116962978,chr10,116962978,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116963391,chr10,116963391,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116963544,chr10,116963544,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116963758,chr10,116963758,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116963774,chr10,116963774,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116963890,chr10,116963890,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964093,chr10,116964093,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964131,chr10,116964131,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964198,chr10,116964198,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964290,chr10,116964290,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964327,chr10,116964327,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964506,chr10,116964506,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964642,chr10,116964642,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964708,chr10,116964708,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964710,chr10,116964710,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964780,chr10,116964780,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964791,chr10,116964791,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964897,chr10,116964897,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116964922,chr10,116964922,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965030,chr10,116965030,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965225,chr10,116965225,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965238,chr10,116965238,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965254,chr10,116965254,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965264,chr10,116965264,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965448,chr10,116965448,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965455,chr10,116965455,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965460,chr10,116965460,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965473,chr10,116965473,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965511,chr10,116965511,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116965545,chr10,116965545,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966030,chr10,116966030,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966046,chr10,116966046,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966092,chr10,116966092,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966164,chr10,116966164,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966197,chr10,116966197,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966208,chr10,116966208,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966254,chr10,116966254,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966259,chr10,116966259,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966277,chr10,116966277,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966287,chr10,116966287,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966299,chr10,116966299,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966636,chr10,116966636,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116966822,chr10,116966822,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967194,chr10,116967194,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967618,chr10,116967618,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967623,chr10,116967623,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967786,chr10,116967786,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967909,chr10,116967909,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967921,chr10,116967921,SHTN1,116881477,117126586,TRUE,FALSE
