cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_meso_hit
chr1_18162336,constitutive,chr1,18162336,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162370,constitutive,chr1,18162370,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162567,ambiguous,chr1,18162567,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162587,ambiguous,chr1,18162587,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162714,constitutive,chr1,18162714,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162736,constitutive,chr1,18162736,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162821,ambiguous,chr1,18162821,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162858,constitutive,chr1,18162858,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18162990,ambiguous,chr1,18162990,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163120,constitutive,chr1,18163120,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163127,constitutive,chr1,18163127,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163177,ambiguous,chr1,18163177,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163265,ambiguous,chr1,18163265,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163315,constitutive,chr1,18163315,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163467,constitutive,chr1,18163467,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163474,constitutive,chr1,18163474,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163573,ambiguous,chr1,18163573,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163734,ambiguous,chr1,18163734,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163887,ambiguous,chr1,18163887,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18163936,ambiguous,chr1,18163936,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164005,ambiguous,chr1,18164005,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164553,ambiguous,chr1,18164553,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164589,ambiguous,chr1,18164589,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164616,ambiguous,chr1,18164616,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164673,constitutive,chr1,18164673,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164675,constitutive,chr1,18164675,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18164980,ambiguous,chr1,18164980,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18165050,ambiguous,chr1,18165050,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18165290,ambiguous,chr1,18165290,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18165325,constitutive,chr1,18165325,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18165343,constitutive,chr1,18165343,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18165525,ambiguous,chr1,18165525,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18165702,ambiguous,chr1,18165702,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166041,ambiguous,chr1,18166041,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166430,constitutive,chr1,18166430,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166438,ME,chr1,18166438,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166499,ME,chr1,18166499,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166536,ambiguous,chr1,18166536,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166560,ambiguous,chr1,18166560,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166562,ambiguous,chr1,18166562,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166570,ambiguous,chr1,18166570,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166581,ME,chr1,18166581,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166613,ambiguous,chr1,18166613,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166637,ambiguous,chr1,18166637,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166662,ambiguous,chr1,18166662,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166956,ambiguous,chr1,18166956,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18166987,constitutive,chr1,18166987,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167016,ambiguous,chr1,18167016,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167101,ambiguous,chr1,18167101,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167123,ambiguous,chr1,18167123,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167133,ambiguous,chr1,18167133,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167178,ambiguous,chr1,18167178,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167183,constitutive,chr1,18167183,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167349,ambiguous,chr1,18167349,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167593,ambiguous,chr1,18167593,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167617,constitutive,chr1,18167617,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167657,ambiguous,chr1,18167657,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167707,ambiguous,chr1,18167707,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167871,ambiguous,chr1,18167871,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167920,ambiguous,chr1,18167920,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167946,ambiguous,chr1,18167946,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167950,ambiguous,chr1,18167950,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18167977,ambiguous,chr1,18167977,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168134,ambiguous,chr1,18168134,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168189,ambiguous,chr1,18168189,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168222,ME,chr1,18168222,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168250,ambiguous,chr1,18168250,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168313,ambiguous,chr1,18168313,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168475,ambiguous,chr1,18168475,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168672,ambiguous,chr1,18168672,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168683,ambiguous,chr1,18168683,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168737,ambiguous,chr1,18168737,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168898,ambiguous,chr1,18168898,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168934,ambiguous,chr1,18168934,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18168944,ambiguous,chr1,18168944,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169044,ambiguous,chr1,18169044,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169050,ambiguous,chr1,18169050,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169227,constitutive,chr1,18169227,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169246,ambiguous,chr1,18169246,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169260,ambiguous,chr1,18169260,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169264,ambiguous,chr1,18169264,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169367,ambiguous,chr1,18169367,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169378,ambiguous,chr1,18169378,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169411,ambiguous,chr1,18169411,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169422,constitutive,chr1,18169422,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169441,ambiguous,chr1,18169441,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169553,constitutive,chr1,18169553,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169571,constitutive,chr1,18169571,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169584,ambiguous,chr1,18169584,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169592,constitutive,chr1,18169592,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169905,ambiguous,chr1,18169905,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169942,ambiguous,chr1,18169942,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18169964,ambiguous,chr1,18169964,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18170070,ambiguous,chr1,18170070,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18170353,ambiguous,chr1,18170353,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18170692,ambiguous,chr1,18170692,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171024,ambiguous,chr1,18171024,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171027,ambiguous,chr1,18171027,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171111,ambiguous,chr1,18171111,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171380,ambiguous,chr1,18171380,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171514,ambiguous,chr1,18171514,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171528,ambiguous,chr1,18171528,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171555,ambiguous,chr1,18171555,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18171801,ambiguous,chr1,18171801,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18172337,constitutive,chr1,18172337,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18172492,ambiguous,chr1,18172492,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18172532,ambiguous,chr1,18172532,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173016,constitutive,chr1,18173016,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173026,constitutive,chr1,18173026,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173054,constitutive,chr1,18173054,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173148,constitutive,chr1,18173148,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173156,constitutive,chr1,18173156,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173204,ambiguous,chr1,18173204,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173212,ambiguous,chr1,18173212,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173266,constitutive,chr1,18173266,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173281,constitutive,chr1,18173281,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173305,ambiguous,chr1,18173305,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173642,constitutive,chr1,18173642,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173651,constitutive,chr1,18173651,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173776,constitutive,chr1,18173776,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173792,constitutive,chr1,18173792,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173838,constitutive,chr1,18173838,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173856,constitutive,chr1,18173856,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173898,ambiguous,chr1,18173898,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173910,ambiguous,chr1,18173910,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173955,ambiguous,chr1,18173955,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18173987,ambiguous,chr1,18173987,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174043,ambiguous,chr1,18174043,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174045,ambiguous,chr1,18174045,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174095,ambiguous,chr1,18174095,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174128,ambiguous,chr1,18174128,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174141,ambiguous,chr1,18174141,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174269,ambiguous,chr1,18174269,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174303,ambiguous,chr1,18174303,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174309,ambiguous,chr1,18174309,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174318,ambiguous,chr1,18174318,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174328,ambiguous,chr1,18174328,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174396,ambiguous,chr1,18174396,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174450,ambiguous,chr1,18174450,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174465,ambiguous,chr1,18174465,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174539,ambiguous,chr1,18174539,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174558,ambiguous,chr1,18174558,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174562,ambiguous,chr1,18174562,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174580,ambiguous,chr1,18174580,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174589,ambiguous,chr1,18174589,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174662,ambiguous,chr1,18174662,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174710,ambiguous,chr1,18174710,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174718,constitutive,chr1,18174718,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174734,ambiguous,chr1,18174734,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174756,ambiguous,chr1,18174756,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174778,ambiguous,chr1,18174778,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18174991,ambiguous,chr1,18174991,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175034,ambiguous,chr1,18175034,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175123,ambiguous,chr1,18175123,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175412,ambiguous,chr1,18175412,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175422,ambiguous,chr1,18175422,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175780,ambiguous,chr1,18175780,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175817,ambiguous,chr1,18175817,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175847,ambiguous,chr1,18175847,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18175997,ambiguous,chr1,18175997,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176047,ambiguous,chr1,18176047,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176156,ambiguous,chr1,18176156,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176158,ambiguous,chr1,18176158,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176166,ambiguous,chr1,18176166,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176300,ambiguous,chr1,18176300,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176357,ambiguous,chr1,18176357,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176505,ambiguous,chr1,18176505,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176565,ambiguous,chr1,18176565,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176609,ambiguous,chr1,18176609,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176641,ambiguous,chr1,18176641,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18176949,constitutive,chr1,18176949,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18177309,ambiguous,chr1,18177309,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18177368,ambiguous,chr1,18177368,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18177719,ambiguous,chr1,18177719,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18177762,ambiguous,chr1,18177762,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18177798,ambiguous,chr1,18177798,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18177807,ambiguous,chr1,18177807,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178166,ambiguous,chr1,18178166,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178181,ambiguous,chr1,18178181,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178199,ambiguous,chr1,18178199,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178252,ambiguous,chr1,18178252,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178342,ambiguous,chr1,18178342,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178355,ambiguous,chr1,18178355,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178366,ambiguous,chr1,18178366,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178434,ambiguous,chr1,18178434,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178614,ambiguous,chr1,18178614,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18178911,ambiguous,chr1,18178911,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179231,ambiguous,chr1,18179231,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179250,ambiguous,chr1,18179250,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179277,ambiguous,chr1,18179277,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179418,constitutive,chr1,18179418,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179602,ambiguous,chr1,18179602,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179627,constitutive,chr1,18179627,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18179963,ambiguous,chr1,18179963,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180013,constitutive,chr1,18180013,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180069,ambiguous,chr1,18180069,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180194,ambiguous,chr1,18180194,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180206,ambiguous,chr1,18180206,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180374,constitutive,chr1,18180374,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180565,constitutive,chr1,18180565,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180855,ambiguous,chr1,18180855,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18180887,constitutive,chr1,18180887,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181044,ambiguous,chr1,18181044,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181140,ambiguous,chr1,18181140,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181179,ambiguous,chr1,18181179,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181183,ambiguous,chr1,18181183,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181187,ambiguous,chr1,18181187,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181190,ambiguous,chr1,18181190,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181231,ambiguous,chr1,18181231,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181248,ambiguous,chr1,18181248,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181273,ambiguous,chr1,18181273,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181307,ambiguous,chr1,18181307,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181331,ambiguous,chr1,18181331,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181386,ambiguous,chr1,18181386,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181427,ambiguous,chr1,18181427,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181831,ambiguous,chr1,18181831,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181881,ambiguous,chr1,18181881,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18181884,constitutive,chr1,18181884,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182081,constitutive,chr1,18182081,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182237,ambiguous,chr1,18182237,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182245,ambiguous,chr1,18182245,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182337,constitutive,chr1,18182337,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182421,ME,chr1,18182421,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182430,ambiguous,chr1,18182430,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182474,ambiguous,chr1,18182474,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182761,ambiguous,chr1,18182761,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182775,ambiguous,chr1,18182775,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182816,ambiguous,chr1,18182816,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182892,ambiguous,chr1,18182892,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182908,ambiguous,chr1,18182908,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182928,ambiguous,chr1,18182928,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182974,ambiguous,chr1,18182974,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18182994,ambiguous,chr1,18182994,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183060,ambiguous,chr1,18183060,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183165,ambiguous,chr1,18183165,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183225,ambiguous,chr1,18183225,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183571,ambiguous,chr1,18183571,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183583,ambiguous,chr1,18183583,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183673,ambiguous,chr1,18183673,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183791,ambiguous,chr1,18183791,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183798,ambiguous,chr1,18183798,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183807,ambiguous,chr1,18183807,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18183892,constitutive,chr1,18183892,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184298,ambiguous,chr1,18184298,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184383,ambiguous,chr1,18184383,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184404,ambiguous,chr1,18184404,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184435,ambiguous,chr1,18184435,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184454,ambiguous,chr1,18184454,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184511,ambiguous,chr1,18184511,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184530,ambiguous,chr1,18184530,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184536,ambiguous,chr1,18184536,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184727,ambiguous,chr1,18184727,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184831,ambiguous,chr1,18184831,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18184869,constitutive,chr1,18184869,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18185211,constitutive,chr1,18185211,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18185275,ambiguous,chr1,18185275,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18185446,ambiguous,chr1,18185446,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18185506,ambiguous,chr1,18185506,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18185700,ambiguous,chr1,18185700,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18186008,ambiguous,chr1,18186008,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18186162,ambiguous,chr1,18186162,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18186396,ambiguous,chr1,18186396,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18186439,ambiguous,chr1,18186439,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18186868,ambiguous,chr1,18186868,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18186987,ambiguous,chr1,18186987,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187030,ambiguous,chr1,18187030,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187060,ambiguous,chr1,18187060,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187131,constitutive,chr1,18187131,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187249,ambiguous,chr1,18187249,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187327,ambiguous,chr1,18187327,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187408,ambiguous,chr1,18187408,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187464,constitutive,chr1,18187464,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187578,ambiguous,chr1,18187578,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18187820,ambiguous,chr1,18187820,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188034,ambiguous,chr1,18188034,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188212,ambiguous,chr1,18188212,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188225,ambiguous,chr1,18188225,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188362,ambiguous,chr1,18188362,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188428,ambiguous,chr1,18188428,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188538,ambiguous,chr1,18188538,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188579,ambiguous,chr1,18188579,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188609,ambiguous,chr1,18188609,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188814,ambiguous,chr1,18188814,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188894,ambiguous,chr1,18188894,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18188913,ambiguous,chr1,18188913,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189149,ambiguous,chr1,18189149,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189185,ambiguous,chr1,18189185,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189189,ambiguous,chr1,18189189,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189235,ambiguous,chr1,18189235,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189366,ambiguous,chr1,18189366,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189400,ambiguous,chr1,18189400,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189437,ambiguous,chr1,18189437,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189691,ambiguous,chr1,18189691,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189708,ambiguous,chr1,18189708,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189715,constitutive,chr1,18189715,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189803,constitutive,chr1,18189803,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18189822,ambiguous,chr1,18189822,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190107,constitutive,chr1,18190107,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190293,constitutive,chr1,18190293,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190362,constitutive,chr1,18190362,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190559,ambiguous,chr1,18190559,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190567,ambiguous,chr1,18190567,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190698,ambiguous,chr1,18190698,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190757,ambiguous,chr1,18190757,IGSF21,18107798,18378483,TRUE,FALSE
chr1_18190795,ambiguous,chr1,18190795,IGSF21,18107798,18378483,TRUE,FALSE
