cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_endo_hit
chr7_157738292,ambiguous,chr7,157738292,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738303,ambiguous,chr7,157738303,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738333,ambiguous,chr7,157738333,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738356,ambiguous,chr7,157738356,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738379,ambiguous,chr7,157738379,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738502,ambiguous,chr7,157738502,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738512,ambiguous,chr7,157738512,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738524,ambiguous,chr7,157738524,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738547,ambiguous,chr7,157738547,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738578,ambiguous,chr7,157738578,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738623,ambiguous,chr7,157738623,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738651,ambiguous,chr7,157738651,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738659,ambiguous,chr7,157738659,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738707,ambiguous,chr7,157738707,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738748,ambiguous,chr7,157738748,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738765,ambiguous,chr7,157738765,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738884,ambiguous,chr7,157738884,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157738981,ambiguous,chr7,157738981,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739147,ambiguous,chr7,157739147,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739172,ambiguous,chr7,157739172,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739225,ambiguous,chr7,157739225,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739326,ambiguous,chr7,157739326,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739374,ambiguous,chr7,157739374,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739395,constitutive,chr7,157739395,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739435,constitutive,chr7,157739435,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739449,ambiguous,chr7,157739449,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739544,ambiguous,chr7,157739544,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739603,ambiguous,chr7,157739603,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739802,ambiguous,chr7,157739802,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739833,constitutive,chr7,157739833,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739858,ambiguous,chr7,157739858,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739886,ambiguous,chr7,157739886,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157739971,constitutive,chr7,157739971,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740089,ambiguous,chr7,157740089,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740138,ambiguous,chr7,157740138,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740343,ambiguous,chr7,157740343,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740355,constitutive,chr7,157740355,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740363,ambiguous,chr7,157740363,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740373,constitutive,chr7,157740373,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740379,constitutive,chr7,157740379,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740385,constitutive,chr7,157740385,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740387,constitutive,chr7,157740387,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740405,constitutive,chr7,157740405,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740413,ambiguous,chr7,157740413,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740429,constitutive,chr7,157740429,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740458,constitutive,chr7,157740458,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740466,ME,chr7,157740466,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740476,ambiguous,chr7,157740476,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740482,constitutive,chr7,157740482,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740488,ME,chr7,157740488,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740490,constitutive,chr7,157740490,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740508,constitutive,chr7,157740508,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740532,ambiguous,chr7,157740532,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740624,ambiguous,chr7,157740624,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740656,constitutive,chr7,157740656,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740707,ambiguous,chr7,157740707,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740738,ambiguous,chr7,157740738,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740769,ambiguous,chr7,157740769,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740796,ambiguous,chr7,157740796,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740839,ambiguous,chr7,157740839,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157740863,constitutive,chr7,157740863,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741107,constitutive,chr7,157741107,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741120,ambiguous,chr7,157741120,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741144,ambiguous,chr7,157741144,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741327,constitutive,chr7,157741327,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741398,constitutive,chr7,157741398,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741431,constitutive,chr7,157741431,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741460,constitutive,chr7,157741460,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741474,ambiguous,chr7,157741474,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741549,constitutive,chr7,157741549,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741555,constitutive,chr7,157741555,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741604,ambiguous,chr7,157741604,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741623,ambiguous,chr7,157741623,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741671,ambiguous,chr7,157741671,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741820,constitutive,chr7,157741820,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741948,constitutive,chr7,157741948,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741951,constitutive,chr7,157741951,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157741977,constitutive,chr7,157741977,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742008,constitutive,chr7,157742008,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742066,ambiguous,chr7,157742066,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742093,constitutive,chr7,157742093,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742196,constitutive,chr7,157742196,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742241,ambiguous,chr7,157742241,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742243,ambiguous,chr7,157742243,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742328,ambiguous,chr7,157742328,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742540,ambiguous,chr7,157742540,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742593,ambiguous,chr7,157742593,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742604,ambiguous,chr7,157742604,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742654,ambiguous,chr7,157742654,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742949,constitutive,chr7,157742949,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157742963,constitutive,chr7,157742963,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743105,ambiguous,chr7,157743105,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743220,ambiguous,chr7,157743220,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743266,constitutive,chr7,157743266,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743277,constitutive,chr7,157743277,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743289,constitutive,chr7,157743289,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743369,ambiguous,chr7,157743369,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743389,ambiguous,chr7,157743389,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743394,constitutive,chr7,157743394,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743441,constitutive,chr7,157743441,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743452,constitutive,chr7,157743452,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743685,Ecto_specific,chr7,157743685,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743723,ambiguous,chr7,157743723,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743766,ambiguous,chr7,157743766,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743827,ambiguous,chr7,157743827,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743915,ambiguous,chr7,157743915,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743922,constitutive,chr7,157743922,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743947,ambiguous,chr7,157743947,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743959,constitutive,chr7,157743959,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743978,constitutive,chr7,157743978,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743984,constitutive,chr7,157743984,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743989,constitutive,chr7,157743989,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157743994,constitutive,chr7,157743994,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744012,constitutive,chr7,157744012,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744019,constitutive,chr7,157744019,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744026,constitutive,chr7,157744026,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744035,ambiguous,chr7,157744035,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744192,constitutive,chr7,157744192,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744196,constitutive,chr7,157744196,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744348,constitutive,chr7,157744348,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744378,ambiguous,chr7,157744378,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744386,constitutive,chr7,157744386,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744390,constitutive,chr7,157744390,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744423,constitutive,chr7,157744423,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744428,constitutive,chr7,157744428,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744438,constitutive,chr7,157744438,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744452,ambiguous,chr7,157744452,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744689,ambiguous,chr7,157744689,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744702,constitutive,chr7,157744702,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744858,ambiguous,chr7,157744858,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744863,ambiguous,chr7,157744863,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744914,ambiguous,chr7,157744914,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157744938,ambiguous,chr7,157744938,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745016,constitutive,chr7,157745016,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745025,constitutive,chr7,157745025,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745040,ambiguous,chr7,157745040,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745062,constitutive,chr7,157745062,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745096,ambiguous,chr7,157745096,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745116,constitutive,chr7,157745116,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745186,ambiguous,chr7,157745186,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745200,ambiguous,chr7,157745200,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745318,ambiguous,chr7,157745318,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745324,ambiguous,chr7,157745324,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745357,ambiguous,chr7,157745357,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745361,ambiguous,chr7,157745361,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745389,ambiguous,chr7,157745389,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745597,ambiguous,chr7,157745597,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745659,ambiguous,chr7,157745659,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745723,constitutive,chr7,157745723,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745767,ambiguous,chr7,157745767,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745797,constitutive,chr7,157745797,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745823,constitutive,chr7,157745823,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745827,constitutive,chr7,157745827,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745882,constitutive,chr7,157745882,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157745886,constitutive,chr7,157745886,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746364,constitutive,chr7,157746364,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746387,constitutive,chr7,157746387,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746397,constitutive,chr7,157746397,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746415,constitutive,chr7,157746415,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746438,constitutive,chr7,157746438,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746466,constitutive,chr7,157746466,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746517,ambiguous,chr7,157746517,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746537,constitutive,chr7,157746537,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746565,ambiguous,chr7,157746565,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746577,constitutive,chr7,157746577,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746588,constitutive,chr7,157746588,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746616,constitutive,chr7,157746616,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746639,ambiguous,chr7,157746639,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746667,constitutive,chr7,157746667,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746690,constitutive,chr7,157746690,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746762,constitutive,chr7,157746762,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746820,constitutive,chr7,157746820,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746851,constitutive,chr7,157746851,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746920,constitutive,chr7,157746920,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746942,constitutive,chr7,157746942,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746961,constitutive,chr7,157746961,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157746987,ambiguous,chr7,157746987,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747043,constitutive,chr7,157747043,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747065,ambiguous,chr7,157747065,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747289,ambiguous,chr7,157747289,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747311,ambiguous,chr7,157747311,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747330,constitutive,chr7,157747330,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747352,ambiguous,chr7,157747352,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747371,constitutive,chr7,157747371,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747412,ambiguous,chr7,157747412,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747434,ambiguous,chr7,157747434,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747926,constitutive,chr7,157747926,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747930,ambiguous,chr7,157747930,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157747986,constitutive,chr7,157747986,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748008,ambiguous,chr7,157748008,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748027,ambiguous,chr7,157748027,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748049,constitutive,chr7,157748049,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748068,ambiguous,chr7,157748068,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748109,ambiguous,chr7,157748109,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748150,constitutive,chr7,157748150,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748191,constitutive,chr7,157748191,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748232,constitutive,chr7,157748232,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748336,ambiguous,chr7,157748336,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748355,constitutive,chr7,157748355,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748396,constitutive,chr7,157748396,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748409,constitutive,chr7,157748409,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748419,constitutive,chr7,157748419,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748491,ambiguous,chr7,157748491,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748519,Meso_specific,chr7,157748519,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748541,ambiguous,chr7,157748541,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748560,ambiguous,chr7,157748560,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748601,ambiguous,chr7,157748601,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748625,constitutive,chr7,157748625,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748642,ambiguous,chr7,157748642,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748683,constitutive,chr7,157748683,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748724,ambiguous,chr7,157748724,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748746,ambiguous,chr7,157748746,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157748765,ambiguous,chr7,157748765,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157749402,constitutive,chr7,157749402,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157749421,constitutive,chr7,157749421,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157749503,constitutive,chr7,157749503,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157749978,constitutive,chr7,157749978,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750017,constitutive,chr7,157750017,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750304,ambiguous,chr7,157750304,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750344,ambiguous,chr7,157750344,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750360,ambiguous,chr7,157750360,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750378,ambiguous,chr7,157750378,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750476,ambiguous,chr7,157750476,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750590,ambiguous,chr7,157750590,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750718,ambiguous,chr7,157750718,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750761,constitutive,chr7,157750761,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750787,constitutive,chr7,157750787,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750818,constitutive,chr7,157750818,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750859,ambiguous,chr7,157750859,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750905,Ecto_specific,chr7,157750905,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750914,ambiguous,chr7,157750914,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750918,ambiguous,chr7,157750918,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750931,ambiguous,chr7,157750931,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750943,ambiguous,chr7,157750943,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157750970,ambiguous,chr7,157750970,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751001,ambiguous,chr7,157751001,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751005,ambiguous,chr7,157751005,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751037,ambiguous,chr7,157751037,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751075,ambiguous,chr7,157751075,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751101,ambiguous,chr7,157751101,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751113,ambiguous,chr7,157751113,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751116,Ecto_specific,chr7,157751116,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751147,ambiguous,chr7,157751147,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751175,ambiguous,chr7,157751175,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751222,ambiguous,chr7,157751222,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751250,ambiguous,chr7,157751250,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751281,constitutive,chr7,157751281,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751283,ambiguous,chr7,157751283,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751312,ambiguous,chr7,157751312,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751346,ambiguous,chr7,157751346,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751349,ambiguous,chr7,157751349,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751353,ambiguous,chr7,157751353,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751370,ambiguous,chr7,157751370,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751452,ambiguous,chr7,157751452,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751468,ambiguous,chr7,157751468,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751476,ambiguous,chr7,157751476,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751506,ambiguous,chr7,157751506,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751512,ambiguous,chr7,157751512,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751519,ambiguous,chr7,157751519,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751523,ambiguous,chr7,157751523,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751527,ambiguous,chr7,157751527,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751549,ambiguous,chr7,157751549,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751597,ambiguous,chr7,157751597,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751617,ambiguous,chr7,157751617,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751670,ambiguous,chr7,157751670,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751678,ambiguous,chr7,157751678,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751680,ambiguous,chr7,157751680,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751692,ambiguous,chr7,157751692,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751888,ambiguous,chr7,157751888,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751902,constitutive,chr7,157751902,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751909,constitutive,chr7,157751909,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157751989,constitutive,chr7,157751989,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752003,constitutive,chr7,157752003,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752080,ambiguous,chr7,157752080,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752116,constitutive,chr7,157752116,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752124,ambiguous,chr7,157752124,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752252,constitutive,chr7,157752252,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752259,ambiguous,chr7,157752259,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752262,ambiguous,chr7,157752262,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752296,constitutive,chr7,157752296,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752405,ambiguous,chr7,157752405,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752411,ambiguous,chr7,157752411,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752419,ambiguous,chr7,157752419,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752467,ambiguous,chr7,157752467,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752476,ambiguous,chr7,157752476,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752485,constitutive,chr7,157752485,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752487,constitutive,chr7,157752487,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752499,ambiguous,chr7,157752499,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752527,constitutive,chr7,157752527,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752529,constitutive,chr7,157752529,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752574,constitutive,chr7,157752574,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752588,ambiguous,chr7,157752588,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752678,constitutive,chr7,157752678,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752829,ambiguous,chr7,157752829,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752836,ambiguous,chr7,157752836,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752855,ambiguous,chr7,157752855,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752870,ambiguous,chr7,157752870,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752881,ambiguous,chr7,157752881,PTPRN2,157539056,158587823,TRUE,FALSE
chr7_157752884,ambiguous,chr7,157752884,PTPRN2,157539056,158587823,TRUE,FALSE
